bodyId,type,is_dopaminergic
1001453586,KCa'b'-ap1,0
1003474104,KCa'b'-ap1,0
1003474283,KCg-m,0
1003478461,KCg-m,0
1003837184,KCg-d,0
1004514584,KCg-d,0
1004514714,KCg-d,0
1004527604,KCg-m,0
1004527691,KCg-m,0
1004527700,KCg-m,0
1005179264,KCg-m,0
1005179377,KCg-d,0
1016114585,PAM11,1
1016118449,PAM11,1
1016118651,KCab-c,0
1016122913,KCab-c,0
1016123127,KCab-c,0
1016459595,KCab-m,0
1016805008,KCab-p,0
1016835041,MBON09,0
1016839809,PAM06_a,1
1017819398,KCa'b'-ap2,0
1017992752,PAM06_a,1
1018164997,KCa'b'-ap1,0
1018510191,KCa'b'-ap1,0
1019024473,PAM07,1
1019347828,PAM08_a,1
1034198388,KCab-p,0
1035557785,KCg-m,0
1035562328,KCg-m,0
1036559440,KCg-m,0
1036559490,KCg-m,0
1036563762,KCa'b'-ap1,0
1046812283,KCab-m,0
1046816660,KCab-c,0
1047153433,KCab-c,0
1047157746,KCab-m,0
1047157958,KCab-c,0
1047183897,PAM04_a,1
1047489962,PAM11,1
1047525093,PAM01_a,1
1047835635,KCa'b'-m,0
1048004460,PAM09,1
1048172314,PPL103,1
1048207713,PAM09,1
1048215779,MBON09,0
1048517845,KCa'b'-m,0
1048854479,KCa'b'-ap2,0
1049549402,KCa'b'-ap1,0
1049549412,KCa'b'-ap1,0
1050249677,PAM07,1
1050585709,PAM03,1
1051630846,PAM08_e,1
1064891781,KCab-p,0
1067598881,KCg-m,0
1068272038,KCg-m,0
1068276312,KCg-m,0
1068613227,KCg-m,0
1068613231,KCg-m,0
1068613282,KCg-m,0
1068617431,KCg-m,0
1068954342,KCg-m,0
1068954391,KCg-m,0
1068958593,KCg-m,0
1068958652,KCg-m,0
1069295816,KCg-m,0
1069295830,KCg-m,0
1077847238,PAM11,1
1077851524,KCab-c,0
1077851551,KCab-c,0
1078007730,PAM04_a,1
1078525257,KCab-m,0
1078534091,KCab-s,0
1078534115,KCab-s,0
1078572735,PAM04_a,1
1078693835,MBON09,0
1078874826,KCab-p,0
1078875017,KCab-s,0
1079215685,KCa'b'-ap2,0
1079707882,PAM04_a,1
1080566792,KCa'b'-ap2,0
1080579786,KCa'b'-ap1,0
1080579985,KCa'b'-ap1,0
1080580151,KCg-m,0
1081086613,PAM12,1
1081434698,PAM07,1
1081767446,PAM05,1
1096919756,KCg-m,0
1097265345,KCg-m,0
1100675450,KCg-m,0
1100675497,KCg-m,0
1101012503,KCg-m,0
1101353948,KCg-m,0
1108541296,KCab-m,0
1108545472,KCab-p,0
1108545599,KCab-s,0
1109223365,KCab-m,0
1109568528,KCab-s,0
1109568718,PAM11,1
1109957857,PAM01_a,1
1110298200,PAM02,1
1110307501,PAM08_b,1
1110937445,KCg-m,0
1110972158,PAM10,1
1110985490,KCg-m,0
1110997994,PAM08_b,1
1111278454,KCg-m,0
1111615136,KCa'b'-ap2,0
1111947403,KCa'b'-ap1,0
1112125413,PAM07,1
1127604950,KCg-d,0
1129323248,KCg-m,0
1130687130,KCab-s,0
1139667240,MBON13,0
1139724251,PAM06_a,1
1139921468,KCab-m,0
1139921865,KCab-m,0
1140603698,KCab-s,0
1140655376,PAM02,1
1140655624,PAM08_c,1
1140737968,PAM08_b,1
1140738351,PAM08_c,1
1140750808,PAM04_a,1
1140750938,PAM08_e,1
1140950118,KCg-m,0
1140996390,PAM04_a,1
1141000881,PAM08_b,1
1141006088,KCg-m,0
1141009503,PAM08_b,1
1141009899,KCg-m,0
1141010036,KCg-m,0
1141268794,KCg-d,0
1141290695,KCg-m,0
1141290835,KCg-m,0
1141324564,PAM08_e,1
1141328881,PAM04_a,1
1141329053,PAM04_a,1
1141329227,PAM13,1
1141337518,KCg-m,0
1141337557,PAM08_d,1
1141337605,PAM08_e,1
1141337629,KCg-m,0
1141337663,KCg-m,0
1141337757,KCg-m,0
1141342258,PAM08_a,1
1141342260,KCg-m,0
1141342299,KCg-m,0
1141346217,KCg-m,0
1141346308,KCg-m,0
1141346462,KCg-m,0
1141346472,KCg-m,0
1141350537,PAM08_b,1
1141630854,KCg-m,0
1141631198,KCg-m,0
1141631240,KCg-m,0
1141636055,KCg-m,0
1141636389,KCg-m,0
1141674495,KCg-m,0
1141678637,KCg-m,0
1141678665,PAM12,1
1141678931,KCg-m,0
1141678948,PAM08_e,1
1141682748,KCg-m,0
1141687128,PAM07,1
1141687352,KCg-m,0
1141691881,KCg-m,0
1141692008,PAM08_a,1
1141972158,KCg-m,0
1141972202,KCg-m,0
1141976953,KCg-m,0
1141977014,KCg-m,0
1141977071,KCg-m,0
1142011140,PAM07,1
1142019737,KCg-m,0
1142019868,KCg-m,0
1142019878,KCg-s4,0
1142024290,KCg-m,0
1142028710,KCg-m,0
1142356511,KCg-m,0
1142356576,PAM08_a,1
1142360528,KCg-m,0
1142365351,PAM08_a,1
1142658717,KCg-m,0
1142706421,KCg-m,0
1142994933,KCg-m,0
1143332046,KCg-m,0
1143340753,KCg-m,0
1143677310,KCg-m,0
1143686159,KCg-m,0
1161731111,KCg-m,0
1162063500,KCab-m,0
1164113870,KCg-m,0
1165465632,KCg-m,0
1169657925,KCa'b'-ap1,0
1169661785,KCa'b'-ap2,0
1169989698,PAM05,1
1169989859,PAM05,1
1169993905,PAM05,1
1169999059,KCa'b'-ap1,0
1170322501,PAM06_a,1
1170326256,KCa'b'-ap1,0
1170326295,KCa'b'-ap1,0
1170335262,KCa'b'-ap1,0
1170344185,KCa'b'-ap1,0
1170348225,PAM06_a,1
1170404875,PAM05,1
1170413425,PAM06_a,1
1170606692,KCab-s,0
1170667130,KCa'b'-ap1,0
1171280441,KCg-d,0
1171431567,PAM01_a,1
1171436073,PAM13,1
1171617407,KCg-d,0
1171621616,KCg-d,0
1171621682,KCg-d,0
1171690432,PAM02,1
1171690479,PAM05,1
1171704378,KCg-m,0
1171759765,PAM08_e,1
1171772286,PAM08_a,1
1171785552,PAM13,1
1172031461,PAM08_c,1
1172044382,KCg-m,0
1172053274,KCg-m,0
1172363878,KCg-m,0
1172372291,KCg-m,0
1172372382,KCg-m,0
1172372655,PAM02,1
1172385513,KCg-m,0
1172433712,PAM08_e,1
1172441674,PAM12,1
1172446050,PAM08_a,1
1172446164,PAM07,1
1172665846,KCg-m,0
1172670463,KCg-m,0
1172704683,KCg-m,0
1172713514,KCg-m,0
1172713521,KCg-s1,0
1172730733,KCg-m,0
1172774470,PAM15_a,1
1172796014,PAM08_a,1
1173007139,PAM14,1
1173011450,PAM13,1
1173016042,KCg-m,0
1173045815,PAM12,1
1173054679,KCg-m,0
1173063302,KCg-m,0
1173067651,KCg-m,0
1173072129,KCg-m,0
1173076392,PAM08_e,1
1173076523,PAM08_e,1
1173347968,KCa'b'-ap2,0
1173391076,KCg-m,0
1173408617,KCg-m,0
1173417505,KCg-d,0
1173732234,KCg-m,0
1173745220,KCg-m,0
1173745330,PAM08_a,1
1173745411,KCg-m,0
1173753977,PAM08_e,1
1173814525,MBON34,0
1174008477,KCg-m,0
1174077762,KCg-m,0
1174384118,KCg-m,0
1174410293,KCg-d,0
1174712037,KCg-m,0
1175070762,KCg-d,0
1191392918,KCg-d,0
1196854070,PPL101,1
1200351169,KCa'b'-ap2,0
1200351200,KCa'b'-ap2,0
1200683283,KCa'b'-ap2,0
1200687716,PAM06_a,1
1200687913,KCa'b'-ap2,0
1200700424,KCa'b'-ap2,0
1200752926,PAM06_a,1
1200753147,PAM06_b,1
1200753289,PAM06_a,1
1201028519,KCa'b'-ap1,0
1201032707,KCa'b'-ap1,0
1202060409,KCa'b'-ap1,0
1202125326,PAM01_b,1
1202397143,PAM01_b,1
1202410042,KCg-m,0
1202462198,PAM02,1
1202470836,PAM07,1
1202673723,KCa'b'-ap2,0
1202737975,KCg-m,0
1203066201,PAM02,1
1203066222,PAM04_a,1
1203066401,PAM04_a,1
1203070528,PAM01_a,1
1203420037,KCg-m,0
1203424360,KCg-m,0
1203433388,KCg-d,0
1203709763,KCa'b'-m,0
1203756972,KCg-d,0
1203769621,KCg-d,0
1203769862,KCg-d,0
1203774485,KCg-d,0
1203774508,KCg-d,0
1203779116,KCg-d,0
1203783013,KCg-d,0
1204076441,KCg-m,0
1204124270,PAM01_a,1
1204124281,KCg-d,0
1204175835,PAM07,1
1204391417,PAM13,1
1204443547,KCg-m,0
1204447548,KCg-m,0
1204547624,PAM12,1
1204775735,KCg-m,0
1204784216,KCg-m,0
1204875505,PAM12,1
1205090786,PAM12,1
1205225146,PAM12,1
1206114100,PAM12,1
1224137476,KCg-m,0
1224137495,KCg-s3,0
1231299343,PAM11,1
1231718414,KCa'b'-ap2,0
1231735257,KCa'b'-ap2,0
1232654731,KCg-m,0
1233428010,PAM01_a,1
1233436396,PAM06_b,1
1233436426,PAM03,1
1233436479,PAM15_b,1
1233492573,PAM01_b,1
1233501275,PAM13,1
1233505806,PAM02,1
1233703950,KCab-s,0
1233773217,PAM01_a,1
1234386037,MBON07,0
1234472633,KCg-d,0
1234481054,PAM01_a,1
1234731487,PAM14,1
1234800242,KCg-m,0
1234809285,KCg-d,0
1235115629,KCg-d,0
1235150293,KCg-d,0
1236073998,KCg-m,0
1236816635,KCg-m,0
1237814053,KCg-d,0
1261989183,KCab-s,0
1262744824,PAM06_b,1
1263832477,PAM03,1
1264186300,PAM01_a,1
1265157632,KCg-m,0
1265852784,KCg-d,0
1266478519,PAM12,1
1266871604,PAM01_a,1
1267164975,KCg-m,0
1267868586,KCg-d,0
1268861712,KCg-d,0
1294465669,KCa'b'-ap2,0
1295225451,PAM04_b,1
1295501882,PAM02,1
1295566429,PAM02,1
1295855722,PAM01_b,1
1297202769,KCg-m,0
1297556652,KCg-m,0
1297815807,PAM10,1
1313496027,KCa'b'-ap2,0
1326813363,PAM08_a,1
1327494939,KCab-s,0
1327831724,KCa'b'-m,0
1327831994,KCab-s,0
1328505485,KCab-p,0
1328513713,PAM10,1
1328522741,PAM10,1
1354411526,KCg-d,0
1359212271,KCab-s,0
1359553384,KCab-s,0
1387575003,KCab-p,0
1387583729,PAM03,1
1387583807,PAM03,1
1388585088,KCab-p,0
1390618359,KCab-m,0
1390942076,KCab-s,0
1392655948,KCg-t,0
1418273110,KCab-p,0
1418351262,PAM04_a,1
1419019956,PAM04_a,1
1420306364,KCab-m,0
1420651734,KCab-m,0
1420966843,KCab-s,0
1421666260,KCab-m,0
1449670372,KCab-s,0
1450011431,KCab-c,0
1451341240,KCab-c,0
1451695303,KCab-m,0
1515418525,KCa'b'-m,0
268725517,PAM09,1
294436967,PPL203,1
298595394,PAM10,1
299613480,PAM09,1
300968622,KCab-m,0
300972942,MBON14,0
301309622,KCab-c,0
301314150,KCab-c,0
301314154,KCab-c,0
301314208,KCab-c,0
301318641,KCab-c,0
328253133,PAM10,1
328533761,PPL201,1
328546871,PAM10,1
329435390,PAM10,1
331662668,KCab-m,0
331662710,PPL106,1
331662717,KCab-s,0
331999156,KCab-c,0
331999213,KCab-s,0
332003372,KCab-c,0
332003629,KCab-m,0
332003730,KCab-c,0
332003895,KCab-m,0
332003899,KCab-c,0
332007728,KCab-m,0
332008063,KCab-m,0
332008082,KCab-m,0
332340127,KCab-s,0
332340236,KCab-m,0
332344539,KCab-c,0
332344592,KCab-c,0
332344670,KCab-c,0
332344760,KCab-c,0
332344908,KCab-m,0
332349228,KCab-c,0
332349327,KCab-c,0
332353106,KCab-m,0
332353336,KCab-m,0
332353438,KCab-s,0
332353566,KCab-m,0
332685594,KCab-c,0
332685751,KCab-c,0
332685755,KCab-c,0
332689776,KCab-m,0
332690153,KCab-c,0
333030976,KCab-m,0
333031114,KCab-m,0
333035349,KCab-s,0
333039671,KCab-m,0
354775482,KCg-m,0
354779890,KCg-m,0
359586213,PAM09,1
359598627,PAM10,1
360941147,PAM09,1
362689128,KCab-s,0
362693077,KCab-m,0
362693473,KCab-m,0
362697657,KCab-s,0
362701764,KCab-s,0
362701875,KCab-s,0
362701895,KCab-m,0
362701969,KCab-s,0
363029976,KCab-m,0
363030024,KCab-m,0
363030040,KCab-s,0
363034174,KCab-m,0
363034211,KCab-m,0
363034407,KCab-m,0
363034501,KCab-c,0
363038752,KCab-c,0
363038831,KCab-m,0
363042781,KCab-m,0
363047222,KCab-s,0
363370708,KCab-c,0
363370913,KCab-m,0
363371001,KCab-m,0
363375247,KCab-c,0
363375408,KCab-c,0
363375475,KCab-c,0
363379387,KCab-c,0
363384083,KCab-m,0
363384090,KCab-m,0
363384138,KCab-m,0
363387921,KCab-m,0
363716151,KCab-c,0
363716303,KCab-m,0
363716362,KCab-m,0
363724985,KCab-c,0
363724996,KCab-c,0
363725096,KCab-c,0
363725201,KCab-m,0
363725228,KCab-m,0
363729312,KCab-m,0
363729314,KCab-m,0
363733406,KCab-s,0
364061776,KCab-m,0
364066029,KCab-c,0
364070309,KCab-c,0
364070517,KCab-m,0
364407023,KCab-m,0
364411143,KCab-s,0
385132611,KCg-m,0
385158577,KCg-m,0
393383025,KCab-s,0
393387426,KCab-s,0
393736822,KCab-m,0
393766777,PPL101,1
394060556,KCab-s,0
394060620,KCab-s,0
394064790,KCab-m,0
394069210,KCab-m,0
394073547,KCab-m,0
394077610,KCab-m,0
394081878,KCab-s,0
394397189,KCab-s,0
394401778,KCab-m,0
394414724,KCab-m,0
394414783,KCab-m,0
394418743,KCab-m,0
394427392,KCab-s,0
394755376,KCab-m,0
394755632,KCab-c,0
394755645,KCab-c,0
394755742,KCab-c,0
394755782,KCab-c,0
394759626,KCab-c,0
394759837,KCab-m,0
394764082,KCab-m,0
394768379,KCab-s,0
395105113,KCab-m,0
415494049,KCg-m,0
415511327,KCg-m,0
415835070,KCg-m,0
415835178,KCg-m,0
415848195,KCg-m,0
415848228,KCg-m,0
415852518,KCg-m,0
415908516,KCg-m,0
416189410,KCg-m,0
416189500,KCg-m,0
416508862,KCg-m,0
416837168,KCg-m,0
422682603,PAM04_a,1
422725634,MBON06,0
423382015,MBON23,0
423774471,MBON19,0
424754530,KCab-s,0
424767514,MBON11,0
424789697,MBON02,0
425086839,KCab-p,0
425086851,KCab-p,0
425104113,KCab-m,0
425104216,KCab-m,0
425112506,KCab-s,0
425276848,DPM,0
425431837,KCab-s,0
425436170,KCab-m,0
425445301,KCab-c,0
425768768,KCab-s,0
425768822,KCab-s,0
425790257,APL,0
426139965,KCab-s,0
426464004,KCab-s,0
426477089,KCab-s,0
426818061,KCab-p,0
446533552,KCg-m,0
446826981,KCg-m,0
446848967,KCg-m,0
446883390,KCg-m,0
447219992,KCg-m,0
447224575,KCg-m,0
453380528,PAM04_b,1
454252960,PAM10,1
455159380,PAM01_b,1
455431209,PAM10,1
455793621,KCab-s,0
455793743,KCab-s,0
455793827,KCab-s,0
456121649,KCab-s,0
456134692,KCab-s,0
456174330,PAM01_b,1
456458549,KCab-s,0
456462835,KCab-p,0
456462919,KCab-p,0
456467162,KCab-p,0
456808311,KCab-s,0
456820863,KCab-m,0
456846996,PAM11,1
457175171,MBON15-like,0
457196444,MBON18,0
457196643,MBON28,0
457507485,KCab-s,0
476545134,KCab-m,0
477262101,KCab-c,0
477572961,KCa'b'-ap2,0
477861840,KCab-p,0
477900945,KCg-m,0
477900959,KCg-m,0
477909602,KCg-m,0
477909679,KCg-m,0
477909698,KCg-m,0
478250407,KCg-m,0
478250482,KCg-m,0
478660968,KCg-m,0
482762280,PAM11,1
484735678,PAM04_a,1
486815976,KCa'b'-ap2,0
486837442,KCa'b'-m,0
487143497,MBON24,0
487160828,KCa'b'-m,0
487489028,KCa'b'-ap2,0
487489064,KCa'b'-ap2,0
487493197,KCa'b'-ap2,0
487501700,KCab-s,0
487834111,KCa'b'-ap1,0
487834131,KCa'b'-ap1,0
487834179,KCa'b'-ap1,0
487847296,KCab-s,0
487899562,PAM01_a,1
487925037,MBON03,0
487925063,MBON04,0
488179585,KCab-s,0
488179878,KCa'b'-ap1,0
488184014,KCab-s,0
488188560,KCab-s,0
488205572,KCab-s,0
488520820,KCab-p,0
488533722,KCab-s,0
488559952,PAM01_a,1
507243409,KCab-c,0
507260559,KCab-m,0
507592981,KCab-m,0
508292573,KCab-c,0
508599181,KCg-m,0
508599194,KCg-m,0
508599211,KCg-m,0
508599271,KCg-m,0
508599276,KCg-m,0
508616471,KCg-m,0
508918609,KCa'b'-m,0
508935964,KCg-m,0
508939879,KCg-m,0
508939914,KCg-m,0
508940291,KCg-m,0
508949033,KCg-m,0
509013752,KCg-m,0
509264220,KCg-m,0
509695478,KCg-m,0
509700197,KCg-m,0
512765910,PAM11,1
513451621,PAM11,1
517207902,PAM05,1
517510393,KCa'b'-ap2,0
517514142,PPL104,1
517518166,MBON11,0
517847127,KCa'b'-ap2,0
517850316,KCa'b'-ap2,0
517854468,MBON19,0
517858947,KCab-p,0
517871837,KCa'b'-m,0
518187118,KCa'b'-ap2,0
518191547,KCa'b'-ap2,0
518195738,KCab-p,0
518212987,KCa'b'-m,0
518528152,KCa'b'-ap2,0
518532490,KCa'b'-m,0
518864844,KCa'b'-ap1,0
518864924,KCa'b'-ap1,0
518869381,KCa'b'-ap1,0
518869459,KCa'b'-ap1,0
518873469,KCab-s,0
518873604,KCab-s,0
518882016,KCab-s,0
518930199,MBON35,0
519206240,KCa'b'-ap1,0
519210172,KCa'b'-ap1,0
519214622,KCa'b'-ap1,0
519214895,KCa'b'-ap1,0
519218919,KCab-s,0
519223027,KCab-s,0
519223428,KCab-m,0
519232054,KCab-s,0
519555690,KCab-p,0
519564501,KCab-s,0
519573099,KCab-s,0
519573128,KCab-p,0
519900699,KCab-s,0
519905418,KCab-s,0
537945877,KCab-c,0
538282782,KCab-m,0
538308362,KCab-m,0
538602138,KCg-m,0
538653955,KCab-c,0
538908474,KCab-m,0
538951958,KCg-m,0
539249493,KCab-m,0
539949478,KCg-m,0
539949536,KCg-m,0
539975118,KCg-m,0
539983731,KCg-m,0
540389646,KCg-m,0
540389734,KCg-m,0
540730639,KCg-m,0
540730657,KCg-m,0
540730738,KCg-m,0
542039038,PPL204,1
542371432,KCab-p,0
547552266,MBON33,0
548549000,KCa'b'-m,0
548549395,KCa'b'-m,0
548552875,KCa'b'-m,0
548552915,KCa'b'-m,0
548553386,KCa'b'-m,0
548553494,KCa'b'-m,0
548885313,KCa'b'-ap2,0
548885407,KCa'b'-ap2,0
548889938,KCa'b'-m,0
548894251,KCa'b'-m,0
548898403,KCa'b'-m,0
548898520,KCa'b'-m,0
549222167,KCa'b'-ap2,0
549226277,KCa'b'-ap2,0
549230949,KCa'b'-ap2,0
549248200,KCab-p,0
549567614,KCa'b'-ap2,0
549571627,KCab-p,0
549572017,KCab-m,0
549576117,KCab-m,0
549576424,KCab-m,0
549610772,PAM05,1
549899821,KCa'b'-ap1,0
549904227,KCa'b'-ap1,0
549904387,KCa'b'-ap1,0
549908737,KCa'b'-ap2,0
549916869,KCab-m,0
549917317,KCab-m,0
549955973,PAM01_a,1
550245056,KCa'b'-ap1,0
550271272,KCab-s,0
550408954,PAM01_a,1
550598935,KCab-s,0
550599514,KCab-s,0
551113395,PAM10,1
551445253,PAM04_a,1
551790504,PAM04_a,1
551790913,PAM04_a,1
568635279,KCab-m,0
569002579,KCab-m,0
569313277,KCab-m,0
569317846,KCab-m,0
569334986,KCab-c,0
569615641,KCab-s,0
569650323,KCg-m,0
569943419,KCab-m,0
569999973,KCg-m,0
570288900,KCab-m,0
570314896,KCa'b'-m,0
570327880,KCg-m,0
570336412,KCg-m,0
570336487,KCg-m,0
570643102,KCg-m,0
570643109,KCg-m,0
570643135,KCg-m,0
570643193,KCg-m,0
570647526,KCg-m,0
570742510,KCg-m,0
570742527,KCg-m,0
570742599,KCg-m,0
570997147,KCg-m,0
571424323,KCg-m,0
571424636,KCg-m,0
571424650,KCg-m,0
571424748,KCg-m,0
571778381,KCg-m,0
571778433,KCg-m,0
573065577,KCab-p,0
578694777,PAM11,1
579583329,KCa'b'-m,0
579587796,KCa'b'-m,0
579592279,KCa'b'-m,0
579592619,KCa'b'-m,0
579916831,MBON15-like,0
579924731,KCa'b'-m,0
579928928,KCa'b'-m,0
580317662,PAM08_c,1
580598373,KCa'b'-ap2,0
580610916,KCab-m,0
580611301,KCab-m,0
580934661,KCa'b'-ap1,0
580947602,KCa'b'-ap1,0
580951922,KCab-m,0
581293182,KCab-m,0
5812978878,KCg-d,0
5812979015,KCg-m,0
5812979016,KCg-m,0
5812979069,KCg-m,0
5812979119,KCg-d,0
5812979121,KCg-t,0
5812979128,KCg-m,0
5812979133,KCg-m,0
5812979156,PAM15_b,1
5812979168,PAM06_b,1
5812979170,PAM01_a,1
5812979172,PAM01_b,1
5812979175,KCg-m,0
5812979176,KCg-m,0
5812979177,KCg-m,0
5812979187,KCg-m,0
5812979188,KCg-m,0
5812979191,KCg-m,0
5812979196,KCg-d,0
5812979197,KCg-m,0
5812979271,PAM06_a,1
5812979314,KCg-d,0
5812979326,KCg-m,0
5812979371,KCg-m,0
5812979408,KCg-m,0
5812979502,PAM01_a,1
5812979531,KCg-d,0
5812979532,KCg-d,0
5812979558,PAM01_b,1
5812979560,PAM01_a,1
5812979667,KCg-d,0
5812980179,KCab-s,0
5812980192,KCab-m,0
5812980207,KCab-m,0
5812980209,KCab-m,0
5812980212,KCab-m,0
5812980219,KCab-m,0
5812980220,KCab-c,0
5812980222,KCab-m,0
5812980351,KCab-s,0
5812980369,KCab-m,0
5812980370,KCab-c,0
5812980376,KCab-m,0
5812980378,KCab-s,0
5812980379,KCab-c,0
5812980386,KCg-m,0
5812980395,KCab-m,0
5812980397,KCab-s,0
5812980398,KCab-s,0
5812980404,KCab-s,0
5812980408,KCab-s,0
5812980410,KCab-m,0
5812980414,KCab-m,0
5812980425,KCab-s,0
5812980426,KCab-s,0
5812980428,KCab-s,0
5812980432,KCab-c,0
5812980438,KCab-m,0
5812980444,KCab-s,0
5812980446,KCab-m,0
5812980448,KCab-c,0
5812980537,KCg-m,0
5812980555,KCab-s,0
5812980557,KCab-m,0
5812980561,KCab-m,0
5812980566,KCab-p,0
5812980567,PAM09,1
5812980569,KCab-c,0
5812980579,KCg-m,0
5812980580,KCg-m,0
5812980588,KCg-m,0
5812980590,KCab-c,0
5812980593,KCab-m,0
5812980594,KCab-c,0
5812980597,KCab-c,0
5812980599,KCab-m,0
5812980600,KCab-c,0
5812980611,KCab-s,0
5812980615,KCab-m,0
5812980618,KCab-s,0
5812980624,KCab-m,0
5812980638,KCg-m,0
5812980768,KCab-s,0
5812980787,KCab-m,0
5812980792,KCab-p,0
5812980796,KCg-m,0
5812980799,KCab-c,0
5812980802,KCab-c,0
5812980803,KCab-c,0
5812980806,KCab-m,0
5812980811,KCab-s,0
5812980813,KCg-m,0
5812980892,KCab-m,0
5812980931,KCab-s,0
5812980934,KCg-m,0
5812980938,KCab-p,0
5812980940,KCab-p,0
5812980944,KCab-s,0
5812980947,KCab-m,0
5812980965,KCab-c,0
5812980973,KCg-m,0
5812980992,KCg-m,0
5812981038,KCg-m,0
5812981039,KCab-m,0
5812981042,KCab-m,0
5812981046,KCg-t,0
5812981068,KCa'b'-ap2,0
5812981071,KCa'b'-m,0
5812981072,KCa'b'-m,0
5812981086,KCab-s,0
5812981104,KCab-m,0
5812981106,KCab-s,0
5812981109,KCab-c,0
5812981127,KCab-m,0
5812981136,KCab-s,0
5812981141,KCg-m,0
5812981142,KCg-m,0
5812981148,KCg-m,0
5812981153,KCg-m,0
5812981154,KCg-m,0
5812981160,KCg-m,0
5812981164,KCa'b'-ap1,0
5812981227,KCg-m,0
5812981264,MBON17,0
5812981270,KCa'b'-ap2,0
